lat,long,Timestamp,id,timestamp,start_diff,stop_diff,date,start_vec,stop_vec,Possible_Location,name
36.04803,24.87957,1/6/2014 12:00,5,2014-01-06T12:00:01Z,220.5,0,6/1/2014,1,0,GASTech,Baza Isak
36.04803,24.87957,1/6/2014 12:00,26,2014-01-06T12:00:01Z,254.8666667,0,6/1/2014,1,0,GASTech,Onda Marin
36.04803,24.87957,1/7/2014 11:33,15,2014-01-07T11:33:01Z,186.7,0,7/1/2014,1,0,GASTech,Bodrogi Loreto
36.04803,24.87957,1/7/2014 13:44,34,2014-01-07T13:44:26Z,0.016666667,222.5833333,7/1/2014,0,1,GASTech,Vann Edvard
36.04803,24.87957,1/10/2014 17:44,3,2014-01-10T17:44:01Z,228.3166667,0,10/1/2014,1,0,GASTech,Balas Felix
36.04803,24.87957,01/16/2014 17:31:01,22,2014-01-16T17:31:01Z,237.9666667,0,16/1/2014,1,0,GASTech,Nubarron Adra
36.04803,24.87957,1/6/2014 12:17,27,2014-01-06T12:17:01Z,257.8666667,0,6/1/2014,1,0,GASTech,Orilla Kare
36.04803,24.87957,1/8/2014 13:28,33,2014-01-08T13:28:07Z,0.016666667,9.9,8/1/2014,0,1,GASTech,Tempestad Brand
36.04803,24.87957,1/10/2014 17:29,30,2014-01-10T17:29:01Z,169,0,10/1/2014,1,0,GASTech,Resumir Felix
36.04803,24.87957,1/9/2014 12:28,4,2014-01-09T12:28:01Z,299,0,9/1/2014,1,0,GASTech,Barranco Ingrid
36.04803,24.87957,1/6/2014 15:18,30,2014-01-06T15:18:01Z,51.65,124,6/1/2014,1,1,GASTech,Resumir Felix
36.04803,24.87957,1/7/2014 11:54,20,2014-01-07T11:54:01Z,241.8166667,0,7/1/2014,1,0,GASTech,Fusil Stenig
36.04803,24.87957,1/9/2014 11:55,19,2014-01-09T11:55:01Z,237.8333333,0,9/1/2014,1,0,GASTech,Frente Vira
36.04803,24.87957,01/17/2014 17:40:01,14,2014-01-17T17:40:01Z,212.5833333,0,17/1/2014,1,0,GASTech,Dedos Lidelse
36.04803,24.87957,1/6/2014 12:38,29,2014-01-06T12:38:22Z,276.7166667,0,6/1/2014,1,0,GASTech,Ovan Bertrand
36.04803,24.87957,1/7/2014 7:55,26,2014-01-07T07:55:09Z,0.016666667,247.8666667,7/1/2014,0,1,GASTech,Onda Marin
36.04803,24.87957,1/9/2014 14:11,27,2014-01-09T14:11:17Z,0.016666667,178.7333333,9/1/2014,0,1,GASTech,Orilla Kare
36.04803,24.87957,01/13/2014 12:20:01,4,2014-01-13T12:20:01Z,294.7,0,13/1/2014,1,0,GASTech,Barranco Ingrid
36.04803,24.87957,1/8/2014 17:41,30,2014-01-08T17:41:01Z,564.8166667,0,8/1/2014,1,0,GASTech,Resumir Felix
36.04803,24.87957,01/15/2014 11:54:01,3,2014-01-15T11:54:01Z,208.8333333,0,15/1/2014,1,0,GASTech,Balas Felix
36.04803,24.87957,1/6/2014 13:53,3,2014-01-06T13:53:42Z,0.05,222.3166667,6/1/2014,0,1,GASTech,Balas Felix
36.04803,24.87957,1/6/2014 17:15,11,2014-01-06T17:15:01Z,191.5833333,0,6/1/2014,1,0,GASTech,Calzas Axel
36.04803,24.87957,1/8/2014 8:01,29,2014-01-08T08:01:36Z,0.016666667,260.1833333,8/1/2014,0,1,GASTech,Ovan Bertrand
36.04803,24.87957,1/8/2014 17:28,12,2014-01-08T17:28:01Z,196.6333333,0,8/1/2014,1,0,GASTech,Cocinaro Hideki
36.04803,24.87957,01/14/2014 13:32:23,19,2014-01-14T13:32:23Z,0.016666667,253.6333333,14/1/2014,0,1,GASTech,Frente Vira
36.04803,24.87957,1/10/2014 17:15,33,2014-01-10T17:15:01Z,219,0,10/1/2014,1,0,GASTech,Tempestad Brand
36.04803,24.87957,1/8/2014 13:42,11,2014-01-08T13:42:27Z,0.016666667,208.5666667,8/1/2014,0,1,GASTech,Calzas Axel
36.04803,24.87957,01/14/2014 12:03:01,10,2014-01-14T12:03:01Z,247.7,0,14/1/2014,1,0,GASTech,Campo-Corrente Ada
36.04803,24.87957,01/14/2014 07:56:12,21,2014-01-14T07:56:12Z,0.016666667,255.8166667,14/1/2014,0,1,GASTech,Osvaldo Hennie
36.04803,24.87957,1/7/2014 12:08,5,2014-01-07T12:08:01Z,236.5,0,7/1/2014,1,0,GASTech,Baza Isak
36.04803,24.87957,1/8/2014 10:54,104,2014-01-08T10:54:15Z,1140.216667,0,8/1/2014,1,0,GASTech,
36.04803,24.87957,01/17/2014 17:48:01,22,2014-01-17T17:48:01Z,558.8166667,0,17/1/2014,1,0,GASTech,Nubarron Adra
36.04803,24.87957,01/17/2014 12:28:01,27,2014-01-17T12:28:01Z,253.8666667,0,17/1/2014,1,0,GASTech,Orilla Kare
36.04803,24.87957,1/6/2014 11:53,20,2014-01-06T11:53:01Z,248.8166667,0.016666667,6/1/2014,1,0,GASTech,Fusil Stenig
36.04803,24.87957,1/6/2014 14:01,14,2014-01-06T14:01:23Z,0.016666667,210.6333333,6/1/2014,0,1,GASTech,Dedos Lidelse
36.04803,24.87957,1/8/2014 11:10,7,2014-01-08T11:10:01Z,183.7,0,8/1/2014,1,0,GASTech,Orilla Elsa
36.04803,24.87957,1/6/2014 12:24,14,2014-01-06T12:24:01Z,250.8666667,0,6/1/2014,1,0,GASTech,Dedos Lidelse
36.04803,24.87957,01/14/2014 14:06:23,13,2014-01-14T14:06:23Z,0.016666667,200.6333333,14/1/2014,0,1,GASTech,Ferro Inga
36.04803,24.87957,1/7/2014 7:20,4,2014-01-07T07:20:19Z,0.016666667,288.7,7/1/2014,0,1,GASTech,Barranco Ingrid
36.04803,24.87957,01/15/2014 15:57:46,104,2014-01-15T15:57:46Z,0.016666667,1138.133333,15/1/2014,0,1,GASTech,
36.04803,24.87957,1/7/2014 12:12,14,2014-01-07T12:12:01Z,261.8666667,0,7/1/2014,1,0,GASTech,Dedos Lidelse
36.04803,24.87957,01/15/2014 07:49:09,8,2014-01-15T07:49:09Z,0.016666667,273.8666667,15/1/2014,0,1,GASTech,Alcazar Lucas
36.04803,24.87957,1/7/2014 15:03,105,2014-01-07T15:03:31Z,25.43333333,50.51666667,7/1/2014,1,1,GASTech,
36.04803,24.87957,1/9/2014 8:24,22,2014-01-09T08:24:12Z,0.016666667,551.8166667,9/1/2014,0,1,GASTech,Nubarron Adra
36.04803,24.87957,01/14/2014 08:03:19,7,2014-01-14T08:03:19Z,0.033333333,189.7,14/1/2014,0,1,GASTech,Orilla Elsa
36.04803,24.87957,01/14/2014 17:47:01,32,2014-01-14T17:47:01Z,262.6333333,0,14/1/2014,1,0,GASTech,Strum Orhan
36.04803,24.87957,01/14/2014 08:04:31,5,2014-01-14T08:04:31Z,0.016666667,239.5,14/1/2014,0,1,GASTech,Baza Isak
36.04803,24.87957,1/6/2014 17:30,6,2014-01-06T17:30:01Z,238.75,0,6/1/2014,1,0,GASTech,Bergen Linnea
36.04803,24.87957,01/16/2014 13:28:09,33,2014-01-16T13:28:09Z,0.016666667,244.8666667,16/1/2014,0,1,GASTech,Tempestad Brand
36.04803,24.87957,01/15/2014 17:12:01,5,2014-01-15T17:12:01Z,214.5666667,0,15/1/2014,1,0,GASTech,Baza Isak
36.04803,24.87957,01/14/2014 17:32:01,7,2014-01-14T17:32:01Z,244.9,0,14/1/2014,1,0,GASTech,Orilla Elsa
36.04803,24.87957,01/14/2014 17:32:01,26,2014-01-14T17:32:01Z,225.7333333,0,14/1/2014,1,0,GASTech,Onda Marin
36.04803,24.87957,01/16/2014 14:00:17,12,2014-01-16T14:00:17Z,0.016666667,218.7333333,16/1/2014,0,1,GASTech,Cocinaro Hideki
36.04803,24.87957,01/16/2014 13:58:26,17,2014-01-16T13:58:26Z,0.016666667,200.5833333,16/1/2014,0,1,GASTech,Flecha Sven
36.04803,24.87957,01/14/2014 11:52:01,34,2014-01-14T11:52:01Z,251.8166667,0,14/1/2014,1,0,GASTech,Vann Edvard
36.04803,24.87957,1/6/2014 17:36,26,2014-01-06T17:36:01Z,232.3166667,0,6/1/2014,1,0,GASTech,Onda Marin
36.04803,24.87957,1/9/2014 8:01,3,2014-01-09T08:01:33Z,0.016666667,254.4666667,9/1/2014,0,1,GASTech,Balas Felix
36.04803,24.87957,1/8/2014 13:36,4,2014-01-08T13:36:05Z,0.016666667,268.9333333,8/1/2014,0,1,GASTech,Barranco Ingrid
36.04803,24.87957,1/10/2014 7:53,7,2014-01-10T07:53:19Z,0.016666667,186.7,10/1/2014,0,1,GASTech,Orilla Elsa
36.04803,24.87957,1/8/2014 17:50,35,2014-01-08T17:50:01Z,257.7333333,0,8/1/2014,1,0,GASTech,Vasco-Pais Willem
36.04803,24.87957,01/14/2014 12:23:01,23,2014-01-14T12:23:01Z,268.8166667,0,14/1/2014,1,0,GASTech,Lagos Varja
36.04803,24.87957,1/8/2014 12:29,25,2014-01-08T12:29:01Z,261.4666667,0,8/1/2014,1,0,GASTech,Herrero Kanon
36.04803,24.87957,01/14/2014 17:04:01,106,2014-01-14T17:04:01Z,26.8,934.2166667,14/1/2014,1,1,GASTech,
36.04803,24.87957,01/15/2014 14:13:16,13,2014-01-15T14:13:16Z,0.016666667,205.75,15/1/2014,0,1,GASTech,Ferro Inga
36.04803,24.87957,1/9/2014 12:42,35,2014-01-09T12:42:01Z,335.3333333,0,9/1/2014,1,0,GASTech,Vasco-Pais Willem
36.04803,24.87957,01/16/2014 14:10:42,9,2014-01-16T14:10:42Z,0.016666667,188.3166667,16/1/2014,0,1,GASTech,Cazar Gustav
36.04803,24.87957,1/7/2014 12:07,34,2014-01-07T12:07:01Z,259.8166667,0,7/1/2014,1,0,GASTech,Vann Edvard
36.04803,24.87957,1/10/2014 12:17,30,2014-01-10T12:17:01Z,241.8166667,0,10/1/2014,1,0,GASTech,Resumir Felix
36.04803,24.87957,01/14/2014 08:49:11,2,2014-01-14T08:49:11Z,0.016666667,190.8333333,14/1/2014,0,1,GASTech,Azada Lars
36.04803,24.87957,01/14/2014 17:46:01,19,2014-01-14T17:46:01Z,253.6333333,0,14/1/2014,1,0,GASTech,Frente Vira
36.04803,24.87957,01/13/2014 13:44:27,1,2014-01-13T13:44:27Z,0.016666667,225.5666667,13/1/2014,0,1,GASTech,Calixto Nils
36.04803,24.87957,1/6/2014 17:22,5,2014-01-06T17:22:01Z,210.6333333,0,6/1/2014,1,0,GASTech,Baza Isak
36.04803,24.87957,1/8/2014 15:20,105,2014-01-08T15:20:06Z,48.68333333,32.81666667,8/1/2014,1,1,GASTech,
36.04803,24.87957,01/16/2014 12:17:01,9,2014-01-16T12:17:01Z,236.8333333,0,16/1/2014,1,0,GASTech,Cazar Gustav
36.04803,24.87957,1/6/2014 12:23,104,2014-01-06T12:23:21Z,0.016666667,60.03333333,6/1/2014,0,1,GASTech,
36.04803,24.87957,1/7/2014 12:09,101,2014-01-07T12:09:41Z,0.033333333,2649.533333,7/1/2014,0,1,GASTech,
36.04803,24.87957,1/9/2014 11:51,7,2014-01-09T11:51:01Z,219.7,0,9/1/2014,1,0,GASTech,Orilla Elsa
36.04803,24.87957,01/16/2014 12:18:01,20,2014-01-16T12:18:01Z,256.8166667,0,16/1/2014,1,0,GASTech,Fusil Stenig
36.04803,24.87957,1/6/2014 17:53,22,2014-01-06T17:53:01Z,256.7333333,0,6/1/2014,1,0,GASTech,Nubarron Adra
36.04803,24.87957,1/7/2014 8:06,22,2014-01-07T08:06:12Z,0.016666667,252.8166667,7/1/2014,0,1,GASTech,Nubarron Adra
36.04803,24.87957,1/7/2014 12:41,30,2014-01-07T12:41:01Z,251.8166667,0,7/1/2014,1,0,GASTech,Resumir Felix
36.04803,24.87957,1/9/2014 13:52,21,2014-01-09T13:52:16Z,0.016666667,229.75,9/1/2014,0,1,GASTech,Osvaldo Hennie
36.04803,24.87957,1/7/2014 8:08,19,2014-01-07T08:08:11Z,0.016666667,236.8333333,7/1/2014,0,1,GASTech,Frente Vira
36.04803,24.87957,1/8/2014 17:07,105,2014-01-08T17:07:01Z,25.8,938.9833333,8/1/2014,1,1,GASTech,
36.04803,24.87957,01/14/2014 11:01:01,33,2014-01-14T11:01:01Z,192.8166667,0,14/1/2014,1,0,GASTech,Tempestad Brand
36.04803,24.87957,1/9/2014 13:56,3,2014-01-09T13:56:27Z,0.016666667,226.5666667,9/1/2014,0,1,GASTech,Balas Felix
36.04803,24.87957,1/6/2014 18:20,4,2014-01-06T18:20:01Z,282.7333333,0,6/1/2014,1,0,GASTech,Barranco Ingrid
36.04803,24.87957,1/10/2014 18:16,35,2014-01-10T18:16:01Z,263.5666667,0,10/1/2014,1,0,GASTech,Vasco-Pais Willem
36.04803,24.87957,1/9/2014 8:42,2,2014-01-09T08:42:11Z,0.033333333,215.8333333,9/1/2014,0,1,GASTech,Azada Lars
36.04803,24.87957,01/13/2014 11:58:01,2,2014-01-13T11:58:01Z,215.8333333,0,13/1/2014,1,0,GASTech,Azada Lars
36.04803,24.87957,1/8/2014 12:21,29,2014-01-08T12:21:47Z,260.1833333,0,8/1/2014,1,0,GASTech,Ovan Bertrand
36.04803,24.87957,1/6/2014 13:43,26,2014-01-06T13:43:42Z,0.016666667,232.3166667,6/1/2014,0,1,GASTech,Onda Marin
36.04803,24.87957,1/6/2014 17:32,33,2014-01-06T17:32:01Z,243.9333333,0,6/1/2014,1,0,GASTech,Tempestad Brand
36.04803,24.87957,01/15/2014 08:53:43,105,2014-01-15T08:53:43Z,979.55,0,15/1/2014,1,0,GASTech,
36.04803,24.87957,1/8/2014 13:57,1,2014-01-08T13:57:27Z,0.016666667,233.5666667,8/1/2014,0,1,GASTech,Calixto Nils
36.04803,24.87957,01/16/2014 07:59:09,26,2014-01-16T07:59:09Z,0.016666667,238.8666667,16/1/2014,0,1,GASTech,Onda Marin
36.04803,24.87957,01/15/2014 07:56:12,16,2014-01-15T07:56:12Z,0.016666667,239.8166667,15/1/2014,0,1,GASTech,Vann Isia
36.04803,24.87957,1/6/2014 7:56,6,2014-01-06T07:56:33Z,0.016666667,244.4666667,6/1/2014,0,1,GASTech,Bergen Linnea
36.04803,24.87957,1/6/2014 16:45,23,2014-01-06T16:45:01Z,193.5833333,0,6/1/2014,1,0,GASTech,Lagos Varja
36.04803,24.87957,01/13/2014 14:12:05,9,2014-01-13T14:12:05Z,0.016666667,193.9333333,13/1/2014,0,1,GASTech,Cazar Gustav
36.04803,24.87957,1/8/2014 17:27,16,2014-01-08T17:27:01Z,212.5833333,0,8/1/2014,1,0,GASTech,Vann Isia
36.04803,24.87957,1/6/2014 17:14,34,2014-01-06T17:14:01Z,220.5666667,0,6/1/2014,1,0,GASTech,Vann Edvard
36.04803,24.87957,1/7/2014 8:48,2,2014-01-07T08:48:40Z,10.5,196.35,7/1/2014,1,1,GASTech,Azada Lars
36.04803,24.87957,1/10/2014 13:50,2,2014-01-10T13:50:16Z,0.016666667,195.75,10/1/2014,0,1,GASTech,Azada Lars
36.04803,24.87957,1/6/2014 17:39,24,2014-01-06T17:39:01Z,211.5833333,0.016666667,6/1/2014,1,0,GASTech,Mies Minke
36.04803,24.87957,1/7/2014 13:36,17,2014-01-07T13:36:26Z,0.016666667,237.5833333,7/1/2014,0,1,GASTech,Flecha Sven
36.04803,24.87957,1/8/2014 14:08,24,2014-01-08T14:08:42Z,0.016666667,215.3166667,8/1/2014,0,1,GASTech,Mies Minke
36.04803,24.87957,01/17/2014 17:45:01,18,2014-01-17T17:45:01Z,218.5666667,0,17/1/2014,1,0,GASTech,Frente Birgitta
36.04803,24.87957,1/10/2014 13:54,19,2014-01-10T13:54:23Z,0.016666667,226.6333333,10/1/2014,0,1,GASTech,Frente Vira
36.04803,24.87957,01/15/2014 18:06:01,4,2014-01-15T18:06:01Z,266.7333333,0,15/1/2014,1,0,GASTech,Barranco Ingrid
36.04803,24.87957,1/8/2014 8:02,6,2014-01-08T08:02:33Z,0.016666667,247.4666667,8/1/2014,0,1,GASTech,Bergen Linnea
36.04803,24.87957,01/15/2014 07:18:31,35,2014-01-15T07:18:31Z,0.016666667,312.5,15/1/2014,0,1,GASTech,Vasco-Pais Willem
36.04803,24.87957,01/14/2014 12:05:01,8,2014-01-14T12:05:01Z,261.8666667,0,14/1/2014,1,0,GASTech,Alcazar Lucas
36.04803,24.87957,1/9/2014 7:50,10,2014-01-09T07:50:19Z,0.016666667,262.7,9/1/2014,0,1,GASTech,Campo-Corrente Ada
36.04803,24.87957,01/17/2014 12:10:01,32,2014-01-17T12:10:01Z,266.15,0,17/1/2014,1,0,GASTech,Strum Orhan
36.04803,24.87957,01/16/2014 07:50:12,16,2014-01-16T07:50:12Z,0.016666667,264.8166667,16/1/2014,0,1,GASTech,Vann Isia
36.04803,24.87957,1/9/2014 12:20,20,2014-01-09T12:20:01Z,275.8166667,0,9/1/2014,1,0,GASTech,Fusil Stenig
36.04803,24.87957,1/8/2014 17:35,22,2014-01-08T17:35:01Z,229.75,0,8/1/2014,1,0,GASTech,Nubarron Adra
36.04803,24.87957,01/15/2014 13:49:05,12,2014-01-15T13:49:05Z,0.016666667,223.9333333,15/1/2014,0,1,GASTech,Cocinaro Hideki
36.04803,24.87957,1/8/2014 8:07,25,2014-01-08T08:07:33Z,0.016666667,261.4666667,8/1/2014,0,1,GASTech,Herrero Kanon
36.04803,24.87957,1/6/2014 14:03,11,2014-01-06T14:03:26Z,0.016666667,191.5833333,6/1/2014,0,1,GASTech,Calzas Axel
36.04803,24.87957,1/7/2014 13:43,26,2014-01-07T13:43:16Z,0.033333333,236.75,7/1/2014,0,1,GASTech,Onda Marin
36.04803,24.87957,01/16/2014 08:10:12,22,2014-01-16T08:10:12Z,0.016666667,234.8166667,16/1/2014,0,1,GASTech,Nubarron Adra
36.04803,24.87957,01/13/2014 17:22:01,8,2014-01-13T17:22:01Z,209.6333333,0,13/1/2014,1,0,GASTech,Alcazar Lucas
36.04803,24.87957,1/6/2014 14:08,27,2014-01-06T14:08:16Z,0.016666667,195.75,6/1/2014,0,1,GASTech,Orilla Kare
36.04803,24.87957,1/10/2014 12:01,20,2014-01-10T12:01:01Z,258.8166667,0,10/1/2014,1,0,GASTech,Fusil Stenig
36.04803,24.87957,1/10/2014 12:02,22,2014-01-10T12:02:01Z,226.8166667,0,10/1/2014,1,0,GASTech,Nubarron Adra
36.04803,24.87957,1/7/2014 11:43,13,2014-01-07T11:43:01Z,206.8166667,0,7/1/2014,1,0,GASTech,Ferro Inga
36.04803,24.87957,1/7/2014 13:47,4,2014-01-07T13:47:17Z,0.016666667,274.7333333,7/1/2014,0,1,GASTech,Barranco Ingrid
36.04803,24.87957,1/9/2014 7:58,1,2014-01-09T07:58:09Z,0.016666667,250.8666667,9/1/2014,0,1,GASTech,Calixto Nils
36.04803,24.87957,1/9/2014 17:10,23,2014-01-09T17:10:01Z,213.7333333,0,9/1/2014,1,0,GASTech,Lagos Varja
36.04803,24.87957,1/6/2014 14:26,30,2014-01-06T14:26:22Z,0.016666667,51.65,6/1/2014,0,1,GASTech,Resumir Felix
36.04803,24.87957,01/17/2014 13:37:17,31,2014-01-17T13:37:17Z,0.016666667,231.7333333,17/1/2014,0,1,GASTech,
36.04803,24.87957,01/16/2014 13:57:26,27,2014-01-16T13:57:26Z,0.016666667,201.5833333,16/1/2014,0,1,GASTech,Orilla Kare
36.04803,24.87957,01/13/2014 12:01:41,107,2014-01-13T12:01:41Z,0.016666667,1262.066667,13/1/2014,0,1,GASTech,
36.04803,24.87957,01/14/2014 08:11:09,1,2014-01-14T08:11:09Z,0.016666667,235.8666667,14/1/2014,0,1,GASTech,Calixto Nils
36.04803,24.87957,01/13/2014 14:09:01,12,2014-01-13T14:09:01Z,6.333333333,198,13/1/2014,1,1,GASTech,Cocinaro Hideki
36.04803,24.87957,1/8/2014 12:25,14,2014-01-08T12:25:01Z,269.8666667,0,8/1/2014,1,0,GASTech,Dedos Lidelse
36.04803,24.87957,01/14/2014 13:49:41,29,2014-01-14T13:49:41Z,0.033333333,226.9,14/1/2014,0,1,GASTech,Ovan Bertrand
36.04803,24.87957,1/8/2014 21:29,1,2014-01-08T21:29:01Z,4.95,144,8/1/2014,0,1,GASTech,Calixto Nils
36.04803,24.87957,01/14/2014 12:23:01,9,2014-01-14T12:23:01Z,243.8333333,0,14/1/2014,1,0,GASTech,Cazar Gustav
36.04803,24.87957,01/14/2014 13:51:27,15,2014-01-14T13:51:27Z,0.033333333,225.5666667,14/1/2014,0,1,GASTech,Bodrogi Loreto
36.04803,24.87957,01/17/2014 08:11:12,33,2014-01-17T08:11:12Z,0.016666667,183.8166667,17/1/2014,0,1,GASTech,Tempestad Brand
36.04803,24.87957,1/7/2014 12:05,19,2014-01-07T12:05:01Z,236.8333333,0,7/1/2014,1,0,GASTech,Frente Vira
36.04803,24.87957,01/15/2014 17:55:01,3,2014-01-15T17:55:01Z,232.7333333,0,15/1/2014,1,0,GASTech,Balas Felix
36.04803,24.87957,01/17/2014 08:13:11,19,2014-01-17T08:13:11Z,0.016666667,219.8333333,17/1/2014,0,1,GASTech,Frente Vira
36.04803,24.87957,01/16/2014 13:38:48,29,2014-01-16T13:38:48Z,0.016666667,240.9333333,16/1/2014,0,1,GASTech,Ovan Bertrand
36.04803,24.87957,1/7/2014 14:06,15,2014-01-07T14:06:27Z,0.016666667,199.5666667,7/1/2014,0,1,GASTech,Bodrogi Loreto
36.04803,24.87957,01/15/2014 14:24:01,24,2014-01-15T14:24:01Z,6.583333333,190,15/1/2014,1,1,GASTech,Mies Minke
36.04803,24.87957,01/14/2014 12:28:01,27,2014-01-14T12:28:01Z,246.8666667,0,14/1/2014,1,0,GASTech,Orilla Kare
36.04803,24.87957,1/7/2014 14:08,29,2014-01-07T14:08:21Z,0.016666667,191.5166667,7/1/2014,0,1,GASTech,Ovan Bertrand
36.04803,24.87957,1/6/2014 12:22,35,2014-01-06T12:22:01Z,308.5,0,6/1/2014,1,0,GASTech,Vasco-Pais Willem
36.04803,24.87957,01/15/2014 07:43:12,17,2014-01-15T07:43:12Z,0.016666667,270.8166667,15/1/2014,0,1,GASTech,Flecha Sven
36.04803,24.87957,01/17/2014 08:22:33,24,2014-01-17T08:22:33Z,0.016666667,238.4666667,17/1/2014,0,1,GASTech,Mies Minke
36.04803,24.87957,01/15/2014 18:21:01,10,2014-01-15T18:21:01Z,294.5666667,0,15/1/2014,1,0,GASTech,Campo-Corrente Ada
36.04803,24.87957,01/14/2014 14:03:05,12,2014-01-14T14:03:05Z,0.016666667,200.9333333,14/1/2014,0,1,GASTech,Cocinaro Hideki
36.04803,24.87957,1/8/2014 11:07,21,2014-01-08T11:07:01Z,189.8166667,0,8/1/2014,1,0,GASTech,Osvaldo Hennie
36.04803,24.87957,01/13/2014 17:48:01,14,2014-01-13T17:48:01Z,241.6333333,0,13/1/2014,1,0,GASTech,Dedos Lidelse
36.04803,24.87957,1/7/2014 14:20,18,2014-01-07T14:20:29Z,1.8,197.5333333,7/1/2014,0,1,GASTech,Frente Birgitta
36.04803,24.87957,1/7/2014 12:11,21,2014-01-07T12:11:01Z,236.8166667,0,7/1/2014,1,0,GASTech,Osvaldo Hennie
36.04803,24.87957,01/14/2014 17:26:01,23,2014-01-14T17:26:01Z,220.9333333,0,14/1/2014,1,0,GASTech,Lagos Varja
36.04803,24.87957,1/6/2014 7:47,10,2014-01-06T07:47:19Z,0.016666667,244.7,6/1/2014,0,1,GASTech,Campo-Corrente Ada
36.04803,24.87957,01/13/2014 17:53:01,22,2014-01-13T17:53:01Z,262.7333333,0,13/1/2014,1,0,GASTech,Nubarron Adra
36.04803,24.87957,1/8/2014 11:20,24,2014-01-08T11:20:01Z,172.8166667,0,8/1/2014,1,0,GASTech,Mies Minke
36.04803,24.87957,1/6/2014 17:28,18,2014-01-06T17:28:01Z,207.6333333,0,6/1/2014,1,0,GASTech,Frente Birgitta
36.04803,24.87957,01/15/2014 12:16:01,7,2014-01-15T12:16:01Z,262.7,0,15/1/2014,1,0,GASTech,Orilla Elsa
36.04803,24.87957,01/13/2014 08:13:12,15,2014-01-13T08:13:12Z,0.016666667,216.8166667,13/1/2014,0,1,GASTech,Bodrogi Loreto
36.04803,24.87957,01/13/2014 08:13:31,5,2014-01-13T08:13:31Z,0.016666667,237.5,13/1/2014,0,1,GASTech,Baza Isak
36.04803,24.87957,1/9/2014 17:38,20,2014-01-09T17:38:01Z,249.9333333,0.016666667,9/1/2014,1,0,GASTech,Fusil Stenig
36.04803,24.87957,01/16/2014 11:58:01,11,2014-01-16T11:58:01Z,206.8333333,0,16/1/2014,1,0,GASTech,Calzas Axel
36.04803,24.87957,01/13/2014 17:59:01,32,2014-01-13T17:59:01Z,278,0,13/1/2014,1,0,GASTech,Strum Orhan
36.04803,24.87957,01/15/2014 17:13:01,15,2014-01-15T17:13:01Z,189.75,0,15/1/2014,1,0,GASTech,Bodrogi Loreto
36.04803,24.87957,01/15/2014 07:53:31,5,2014-01-15T07:53:31Z,0.016666667,238.5,15/1/2014,0,1,GASTech,Baza Isak
36.04803,24.87957,01/17/2014 14:08:16,27,2014-01-17T14:08:16Z,0.016666667,183.75,17/1/2014,0,1,GASTech,Orilla Kare
36.04803,24.87957,01/16/2014 13:57:16,14,2014-01-16T13:57:16Z,0.016666667,220.75,16/1/2014,0,1,GASTech,Dedos Lidelse
36.04803,24.87957,1/9/2014 14:08,24,2014-01-09T14:08:27Z,0.016666667,211.5666667,9/1/2014,0,1,GASTech,Mies Minke
36.04803,24.87957,1/7/2014 16:28,105,2014-01-07T16:28:03Z,2.683333333,980.2333333,7/1/2014,0,1,GASTech,
36.04803,24.87957,01/15/2014 14:05:23,26,2014-01-15T14:05:23Z,0.016666667,217.6333333,15/1/2014,0,1,GASTech,Onda Marin
36.04803,24.87957,1/6/2014 17:36,3,2014-01-06T17:36:01Z,222.3166667,0,6/1/2014,1,0,GASTech,Balas Felix
36.04803,24.87957,01/16/2014 12:04:01,10,2014-01-16T12:04:01Z,258.7,0,16/1/2014,1,0,GASTech,Campo-Corrente Ada
36.04803,24.87957,1/8/2014 14:01,14,2014-01-08T14:01:42Z,0.016666667,221.3166667,8/1/2014,0,1,GASTech,Dedos Lidelse
36.04803,24.87957,1/10/2014 12:14,17,2014-01-10T12:14:01Z,253.8166667,0,10/1/2014,1,0,GASTech,Flecha Sven
36.04803,24.87957,01/13/2014 08:52:26,107,2014-01-13T08:52:26Z,4133,0,13/1/2014,1,0,GASTech,
36.04803,24.87957,1/7/2014 7:58,16,2014-01-07T07:58:19Z,0.016666667,237.7,7/1/2014,0,1,GASTech,Vann Isia
36.04803,24.87957,01/16/2014 13:37:27,5,2014-01-16T13:37:27Z,0.016666667,224.5666667,16/1/2014,0,1,GASTech,Baza Isak
36.04803,24.87957,01/16/2014 14:08:17,30,2014-01-16T14:08:17Z,0.016666667,196.7333333,16/1/2014,0,1,GASTech,Resumir Felix
36.04803,24.87957,01/15/2014 17:29:01,16,2014-01-15T17:29:01Z,215.3166667,0,15/1/2014,1,0,GASTech,Vann Isia
36.04803,24.87957,1/7/2014 17:19,29,2014-01-07T17:19:52Z,191.5166667,0,7/1/2014,1,0,GASTech,Ovan Bertrand
36.04803,24.87957,1/6/2014 8:04,1,2014-01-06T08:04:09Z,0.016666667,252.8666667,6/1/2014,0,1,GASTech,Calixto Nils
36.04803,24.87957,1/9/2014 17:58,4,2014-01-09T17:58:01Z,273.9333333,0,9/1/2014,1,0,GASTech,Barranco Ingrid
36.04803,24.87957,01/15/2014 08:04:12,13,2014-01-15T08:04:12Z,0.016666667,224.8166667,15/1/2014,0,1,GASTech,Ferro Inga
36.04803,24.87957,1/9/2014 18:02,10,2014-01-09T18:02:01Z,296.9333333,0,9/1/2014,1,0,GASTech,Campo-Corrente Ada
